genename	gene	chrom	start	end	strand	length
TAS2R46	ENSG00000226761.3	12	11213964	11214893	-	929
TAS2R5	ENSG00000127366.4	7	141490017	141491166	+	1149
TAS2R50	ENSG00000212126.3	12	11138512	11139511	-	999
TAS2R60	ENSG00000185899.1	7	143140546	143141502	+	956
TAS2R8	ENSG00000121314.2	12	10958650	10959892	-	1242
TASP1	ENSG00000089123.11	20	13246709	13619587	-	372878
TAT	ENSG00000198650.6	16	71599563	71611033	-	11470
TATDN1	ENSG00000147687.12	8	125500726	125551699	-	50973
TATDN2	ENSG00000157014.6	3	10289707	10322902	+	33195
TATDN3	ENSG00000203705.6	1	212965170	212989968	+	24798
TAX1BP1	ENSG00000106052.9	7	27778950	27884183	+	105233
TAX1BP3	ENSG00000213977.3	17	3566196	3571976	-	5780
TBATA	ENSG00000166220.8	10	72530995	72545157	-	14162
TBC1D1	ENSG00000065882.11	4	37892708	38140796	+	248088
TBC1D10A	ENSG00000099992.11	22	30687979	30723035	-	35056
TBC1D10B	ENSG00000169221.9	16	30368423	30381585	-	13162
TBC1D10C	ENSG00000175463.7	11	67171386	67177560	+	6174
TBC1D12	ENSG00000108239.8	10	96162261	96295687	+	133426
TBC1D13	ENSG00000107021.11	9	131549483	131572711	+	23228
TBC1D14	ENSG00000132405.14	4	6910969	7034845	+	123876
TBC1D15	ENSG00000121749.11	12	72233487	72320629	+	87142
TBC1D16	ENSG00000167291.11	17	77906142	78009647	-	103505
TBC1D17	ENSG00000104946.6	19	50380682	50392005	+	11323
TBC1D19	ENSG00000109680.6	4	26578059	26756973	+	178914
TBC1D2	ENSG00000095383.15	9	100961311	101017915	-	56604
TBC1D20	ENSG00000125875.9	20	416124	443197	-	27073
TBC1D21	ENSG00000167139.4	15	74165949	74181555	+	15606
TBC1D22A	ENSG00000054611.9	22	47158518	47571336	+	412818
TBC1D22B	ENSG00000065491.8	6	37225548	37300746	+	75198
TBC1D23	ENSG00000036054.8	3	99979844	100044095	+	64251
TBC1D24	ENSG00000162065.7	16	2525147	2555735	+	30588
TBC1D26	ENSG00000214946.9	17	15635561	15649476	+	13915
TBC1D29	ENSG00000266733.1	17	28884130	28890511	+	6381
TBC1D2B	ENSG00000167202.7	15	78276378	78370066	-	93688
TBC1D3	ENSG00000197681.8	17	36337711	36358166	-	20455
TBC1D30	ENSG00000111490.8	12	65174589	65274812	+	100223
TBC1D31	ENSG00000156787.12	8	124054208	124164393	+	110185
TBC1D32	ENSG00000146350.9	6	121400640	121655891	-	255251
TBC1D3B	ENSG00000224226.4	17	34493061	34503996	-	10935
TBC1D3C	ENSG00000234972.4	17	34580902	34757050	-	176148
TBC1D3F	ENSG00000185128.11	17	36283971	36294915	+	10944
TBC1D3G	ENSG00000161583.12	17	34745936	34808104	-	62168
TBC1D3H	ENSG00000242384.3	17	34581086	34808061	-	226975
TBC1D4	ENSG00000136111.8	13	75858808	76056250	-	197442
TBC1D5	ENSG00000131374.10	3	17198654	18486309	-	1287655
TBC1D7	ENSG00000145979.13	6	13266774	13328815	-	62041
TBC1D8	ENSG00000204634.8	2	101624079	101869328	-	245249
TBC1D9	ENSG00000109436.7	4	141541919	141677274	-	135355
TBC1D9B	ENSG00000197226.8	5	179289066	179334859	-	45793
TBCA	ENSG00000171530.9	5	76986991	77164604	-	177613
TBCB	ENSG00000105254.7	19	36605191	36616849	+	11658
TBCC	ENSG00000124659.5	6	42712219	42714558	-	2339
TBCCD1	ENSG00000113838.8	3	186263862	186288332	-	24470
TBCD	ENSG00000141556.16	17	80709940	80900724	+	190784
TBCE	ENSG00000116957.8	1	235530675	235612283	+	81608
TBCEL	ENSG00000154114.8	11	120894781	120961484	+	66703
TBCK	ENSG00000145348.12	4	106962756	107242652	-	279896
TBK1	ENSG00000183735.5	12	64845660	64895888	+	50228
TBKBP1	ENSG00000198933.5	17	45771447	45789416	+	17969
TBL1XR1	ENSG00000177565.11	3	176737143	176915261	-	178118
TBL2	ENSG00000106638.11	7	72983262	72993121	-	9859
TBL3	ENSG00000183751.10	16	2022038	2032934	+	10896
TBP	ENSG00000112592.8	6	170863390	170881958	+	18568
TBPL1	ENSG00000028839.5	6	134273308	134311570	+	38262
TBRG1	ENSG00000154144.8	11	124492732	124505287	+	12555
TBRG4	ENSG00000136270.9	7	45139699	45151646	-	11947
TBX1	ENSG00000184058.8	22	19744226	19771116	+	26890
TBX10	ENSG00000167800.9	11	67398774	67407031	-	8257
TBX15	ENSG00000092607.9	1	119425669	119532179	-	106510
TBX18	ENSG00000112837.12	6	85397069	85474237	-	77168
TBX19	ENSG00000143178.8	1	168250278	168283664	+	33386
TBX2	ENSG00000121068.9	17	59477257	59486827	+	9570
TBX20	ENSG00000164532.10	7	35242042	35293758	-	51716
TBX21	ENSG00000073861.2	17	45810610	45823485	+	12875
TBX3	ENSG00000135111.10	12	115108059	115121969	-	13910
TBX4	ENSG00000121075.5	17	59529765	59562471	+	32706
TBX5	ENSG00000089225.15	12	114791736	114846247	-	54511
TBX6	ENSG00000149922.6	16	30097114	30103208	-	6094
TBXA2R	ENSG00000006638.7	19	3594504	3606838	-	12334
TBXAS1	ENSG00000059377.11	7	139476850	139720125	+	243275
TC2N	ENSG00000165929.8	14	92246095	92333880	-	87785
TCAIM	ENSG00000179152.14	3	44379611	44450943	+	71332
TCAP	ENSG00000173991.5	17	37820440	37822808	+	2368
TCEA1	ENSG00000187735.8	8	54879112	54935089	-	55977
TCEA2	ENSG00000171703.12	20	62681189	62703700	+	22511
TCEA3	ENSG00000204219.5	1	23707554	23751233	-	43679
TCEANC2	ENSG00000116205.6	1	54519260	54578192	+	58932
TCEB1	ENSG00000154582.12	8	74851404	74884522	-	33118
TCEB2	ENSG00000103363.10	16	2821415	2827298	-	5883
TCEB3	ENSG00000011007.8	1	24069645	24088549	+	18904
TCEB3B	ENSG00000206181.4	18	44558943	44561988	-	3045
TCERG1	ENSG00000113649.7	5	145826874	145891524	+	64650
TCERG1L	ENSG00000176769.9	10	132890654	133109984	-	219330
TCF12	ENSG00000140262.13	15	57210821	57591479	+	380658
TCF15	ENSG00000125878.4	20	584441	591042	-	6601
TCF19	ENSG00000137310.7	6	31126319	31134936	+	8617
TCF20	ENSG00000100207.14	22	42556019	42739622	-	183603
TCF21	ENSG00000118526.6	6	134210276	134216691	+	6415
TCF23	ENSG00000163792.5	2	27371872	27376378	+	4506
TCF24	ENSG00000261787.1	8	67858736	67874825	-	16089
TCF25	ENSG00000141002.14	16	89940000	89977792	+	37792
TCF3	ENSG00000071564.10	19	1609291	1652604	-	43313
TCF4	ENSG00000196628.9	18	52889562	53332018	-	442456
TCF7	ENSG00000081059.15	5	133450402	133487556	+	37154
TCF7L1	ENSG00000152284.4	2	85360533	85537511	+	176978
TCF7L2	ENSG00000148737.11	10	114710009	114927437	+	217428
TCFL5	ENSG00000101190.8	20	61472467	61493115	-	20648
TCHH	ENSG00000159450.8	1	152078793	152086556	-	7763
TCHHL1	ENSG00000182898.3	1	152056620	152061540	-	4920
TCHP	ENSG00000139437.13	12	110338069	110421646	+	83577
TCIRG1	ENSG00000110719.5	11	67806483	67818362	+	11879
TCL1A	ENSG00000100721.6	14	96176304	96180533	-	4229
TCL1B	ENSG00000213231.8	14	96152754	96158980	+	6226
TCN1	ENSG00000134827.3	11	59620273	59634048	-	13775
TCN2	ENSG00000185339.4	22	31002825	31023265	+	20440
TCOF1	ENSG00000070814.13	5	149737202	149779871	+	42669
TCP1	ENSG00000120438.7	6	160199530	160210781	-	11251
TCP10	ENSG00000203690.7	6	167770521	167797998	-	27477
TCP10L	ENSG00000242220.2	21	33948862	33959683	-	10821
TCP10L2	ENSG00000166984.7	6	167559902	167610401	+	50499
TCP11	ENSG00000124678.13	6	35085848	35116387	-	30539
TCP11L1	ENSG00000176148.11	11	33060963	33127489	+	66526
TCP11L2	ENSG00000166046.6	12	106695707	106740793	+	45086
TCTA	ENSG00000145022.4	3	49449639	49453908	+	4269
TCTE1	ENSG00000146221.8	6	44246480	44265458	-	18978
TCTE3	ENSG00000184786.4	6	170140210	170151655	-	11445
TCTEX1D1	ENSG00000152760.5	1	67218142	67244470	+	26328
TCTEX1D2	ENSG00000213123.6	3	196018090	196045170	-	27080
TCTEX1D4	ENSG00000188396.2	1	45271585	45272957	-	1372
TCTN1	ENSG00000204852.11	12	111051832	111087235	+	35403
TCTN2	ENSG00000168778.7	12	124155660	124192948	+	37288
TCTN3	ENSG00000119977.16	10	97423158	97453900	-	30742
TDG	ENSG00000139372.10	12	104359582	104382652	+	23070
TDGF1	ENSG00000241186.3	3	46616045	46668033	+	51988
TDO2	ENSG00000151790.4	4	156775890	156841558	+	65668
TDP1	ENSG00000042088.9	14	90421283	90511106	+	89823
TDP2	ENSG00000111802.9	6	24650205	24667261	-	17056
TDRD1	ENSG00000095627.5	10	115939029	115992063	+	53034
TDRD10	ENSG00000163239.8	1	154474695	154520623	+	45928
TDRD12	ENSG00000173809.11	19	33210659	33320483	+	109824
TDRD15	ENSG00000218819.3	2	21346789	21366144	+	19355
TDRD3	ENSG00000083544.9	13	60970591	61148012	+	177421
TDRD5	ENSG00000162782.11	1	179560748	179660407	+	99659
TDRD6	ENSG00000180113.11	6	46655612	46672056	+	16444
TDRD7	ENSG00000196116.6	9	100174232	100258407	+	84175
TDRD9	ENSG00000156414.14	14	104394799	104519004	+	124205
TDRKH	ENSG00000182134.11	1	151742583	151763892	-	21309
TDRP	ENSG00000180190.7	8	439803	495781	-	55978
TEAD1	ENSG00000187079.10	11	12695969	12966298	+	270329
TEAD2	ENSG00000074219.9	19	49843852	49865714	-	21862
TEAD3	ENSG00000007866.14	6	35441374	35464853	-	23479
TEAD4	ENSG00000197905.4	12	3068496	3149839	+	81343
TEC	ENSG00000135605.8	4	48137800	48271881	-	134081
TECPR1	ENSG00000205356.5	7	97843936	97881563	-	37627
TECPR2	ENSG00000196663.11	14	102829300	102968818	+	139518
TECR	ENSG00000099797.7	19	14627897	14676792	+	48895
TECRL	ENSG00000205678.3	4	65140975	65275186	-	134211
TECTA	ENSG00000109927.5	11	120971882	121062202	+	90320
TECTB	ENSG00000119913.4	10	114043493	114064793	+	21300
TEDDM1	ENSG00000203730.2	1	182367252	182369751	-	2499
TEF	ENSG00000167074.10	22	41763337	41795330	+	31993
TEFM	ENSG00000172171.6	17	29224354	29233838	-	9484
TEK	ENSG00000120156.16	9	27109139	27230173	+	121034
TEKT1	ENSG00000167858.8	17	6692452	6735080	-	42628
TEKT2	ENSG00000092850.7	1	36549676	36553876	+	4200
TEKT3	ENSG00000125409.8	17	15207128	15244958	-	37830
TEKT4	ENSG00000163060.6	2	95537178	95542574	+	5396
TEKT5	ENSG00000153060.3	16	10721358	10788802	-	67444
TELO2	ENSG00000100726.10	16	1543345	1560458	+	17113
TEN1	ENSG00000257949.2	17	73975301	73996667	+	21366
TENC1	ENSG00000111077.13	12	53440753	53458156	+	17403
TENM2	ENSG00000145934.11	5	166711804	167691162	+	979358
TENM3	ENSG00000218336.3	4	183065140	183724177	+	659037
TENM4	ENSG00000149256.10	11	78363876	79151992	-	788116
TEP1	ENSG00000129566.8	14	20833826	20881588	-	47762
TEPP	ENSG00000159648.7	16	58010339	58022020	+	11681
TERF1	ENSG00000147601.9	8	73921099	73960357	+	39258
TERF2	ENSG00000132604.6	16	69389464	69442474	-	53010
TERF2IP	ENSG00000166848.5	16	75681684	75795770	+	114086
TERT	ENSG00000164362.14	5	1253262	1295184	-	41922
TES	ENSG00000135269.13	7	115850547	115898837	+	48290
TESC	ENSG00000088992.13	12	117476728	117537284	-	60556
TESK1	ENSG00000107140.11	9	35605367	35610038	+	4671
TESK2	ENSG00000070759.12	1	45809555	45956872	-	147317
TESPA1	ENSG00000135426.10	12	55341802	55378530	-	36728
TET1	ENSG00000138336.8	10	70320413	70454239	+	133826
TET2	ENSG00000168769.8	4	106067032	106200973	+	133941
TET3	ENSG00000187605.11	2	74229840	74335303	+	105463
TEX10	ENSG00000136891.9	9	103064359	103115221	-	50862
TEX101	ENSG00000131126.14	19	43905648	43922763	+	17115
TEX12	ENSG00000150783.5	11	112038095	112043282	+	5187
TEX14	ENSG00000121101.11	17	56634039	56769416	-	135377
TEX15	ENSG00000133863.2	8	30689060	30748122	-	59062
TEX19	ENSG00000182459.4	17	80317123	80321652	+	4529
TEX2	ENSG00000136478.3	17	62224587	62340661	-	116074
TEX22	ENSG00000226174.2	14	105864916	105916443	+	51527
TEX26	ENSG00000175664.5	13	31506840	31549639	+	42799
TEX261	ENSG00000144043.7	2	71213068	71222075	-	9007
TEX264	ENSG00000164081.8	3	51696709	51738339	+	41630
TEX29	ENSG00000153495.6	13	111968531	111996596	+	28065
TEX30	ENSG00000151287.12	13	103418340	103426161	-	7821
TEX33	ENSG00000185264.7	22	37387163	37403882	-	16719
TEX35	ENSG00000240021.5	1	178482212	178517734	+	35522
TEX36	ENSG00000175018.8	10	127265091	127371713	-	106622
TEX37	ENSG00000172073.3	2	88824169	88829102	+	4933
TEX38	ENSG00000186118.7	1	47134527	47139266	+	4739
TEX40	ENSG00000219435.3	11	64067863	64072242	+	4379
TEX9	ENSG00000151575.10	15	56536207	56738195	+	201988
TF	ENSG00000091513.10	3	133464800	133497850	+	33050
TFAM	ENSG00000108064.6	10	60144782	60158981	+	14199
TFAP2A	ENSG00000137203.6	6	10393419	10419892	-	26473
TFAP2B	ENSG00000008196.8	6	50786436	50815326	+	28890
TFAP2C	ENSG00000087510.5	20	55204358	55214339	+	9981
TFAP2E	ENSG00000116819.6	1	36038971	36060929	+	21958
TFAP4	ENSG00000090447.7	16	4307187	4323076	-	15889
TFB1M	ENSG00000029639.6	6	155578643	155635627	-	56984
TFB2M	ENSG00000162851.6	1	246703862	246729626	-	25764
TFCP2	ENSG00000135457.5	12	51487446	51566926	-	79480
TFCP2L1	ENSG00000115112.7	2	121974163	122042783	-	68620
TFDP1	ENSG00000198176.8	13	114239013	114295785	+	56772
TFDP2	ENSG00000114126.13	3	141663277	141868386	-	205109
TFEB	ENSG00000112561.13	6	41651716	41703997	-	52281
TFEC	ENSG00000105967.11	7	115575202	115799950	-	224748
TFF1	ENSG00000160182.2	21	43782391	43786703	-	4312
TFF2	ENSG00000160181.4	21	43766466	43771237	-	4771
TFF3	ENSG00000160180.14	21	43731777	43735761	-	3984
TFG	ENSG00000114354.8	3	100428205	100467810	+	39605
TFIP11	ENSG00000100109.12	22	26887191	26908471	-	21280
TFPI	ENSG00000003436.10	2	188328957	188430487	-	101530
TFPI2	ENSG00000105825.7	7	93514709	93520303	-	5594
TFPT	ENSG00000105619.9	19	54610320	54619055	-	8735
TFR2	ENSG00000106327.8	7	100218039	100240402	-	22363
TFRC	ENSG00000072274.8	3	195754054	195809060	-	55006
TG	ENSG00000042832.7	8	133879203	134147147	+	267944
TGDS	ENSG00000088451.6	13	95226308	95248511	-	22203
TGFA	ENSG00000163235.11	2	70674412	70781325	-	106913
TGFB1	ENSG00000105329.5	19	41807492	41859816	-	52324
TGFB1I1	ENSG00000140682.14	16	31482906	31489281	+	6375
TGFB2	ENSG00000092969.7	1	218519577	218617961	+	98384
TGFB3	ENSG00000119699.3	14	76424442	76449334	-	24892
TGFBI	ENSG00000120708.12	5	135364584	135399507	+	34923
TGFBR1	ENSG00000106799.8	9	101866320	101916474	+	50154
TGFBR2	ENSG00000163513.13	3	30647994	30735634	+	87640
TGFBR3	ENSG00000069702.6	1	92145902	92371892	-	225990
TGFBR3L	ENSG00000260001.2	19	7981030	7983982	+	2952
TGFBRAP1	ENSG00000135966.8	2	105880871	105946491	-	65620
TGIF1	ENSG00000177426.16	18	3411606	3458409	+	46803
TGIF2	ENSG00000118707.5	20	35201891	35222353	+	20462
TGM1	ENSG00000092295.7	14	24718320	24733638	-	15318
TGM2	ENSG00000198959.7	20	36756863	36794980	-	38117
TGM3	ENSG00000125780.11	20	2276647	2321724	+	45077
TGM4	ENSG00000163810.7	3	44916100	44956482	+	40382
TGM5	ENSG00000104055.10	15	43524793	43559055	-	34262
TGM7	ENSG00000159495.7	15	43568478	43594453	-	25975
TGOLN2	ENSG00000152291.9	2	85545147	85555548	-	10401
TGS1	ENSG00000137574.6	8	56685701	56738007	+	52306
TH	ENSG00000180176.10	11	2185159	2193107	-	7948
THADA	ENSG00000115970.14	2	43393800	43823185	-	429385
THAP1	ENSG00000131931.4	8	42691817	42698468	-	6651
THAP10	ENSG00000129028.4	15	71173681	71185124	-	11443
THAP11	ENSG00000168286.1	16	67876213	67878097	+	1884
THAP3	ENSG00000041988.11	1	6684926	6695646	+	10720
THAP4	ENSG00000176946.7	2	242523820	242576864	-	53044
THAP5	ENSG00000177683.9	7	108194987	108210194	-	15207
THAP6	ENSG00000174796.8	4	76439156	76475683	+	36527
THAP7	ENSG00000184436.7	22	21353393	21356485	-	3092
THAP8	ENSG00000161277.9	19	36525887	36545664	-	19777
THAP9	ENSG00000168152.8	4	83821837	83841122	+	19285
THBD	ENSG00000178726.6	20	23026270	23030378	-	4108
THBS1	ENSG00000137801.9	15	39873280	39891667	+	18387
THBS2	ENSG00000186340.10	6	169615875	169654139	-	38264
THBS3	ENSG00000169231.9	1	155165379	155178842	-	13463
THBS4	ENSG00000113296.10	5	79287134	79379110	+	91976
THEG	ENSG00000105549.6	19	361750	376013	-	14263
THEGL	ENSG00000249693.2	4	57396775	57469673	+	72898
THEM4	ENSG00000159445.8	1	151846060	151882284	-	36224
THEM5	ENSG00000196407.7	1	151819739	151826173	-	6434
THEM6	ENSG00000130193.7	8	143808621	143818345	+	9724
THEMIS	ENSG00000172673.6	6	128029217	128239776	-	210559
THEMIS2	ENSG00000130775.11	1	28199055	28213196	+	14141
THG1L	ENSG00000113272.9	5	157158205	157168456	+	10251
THNSL1	ENSG00000185875.8	10	25305587	25315593	+	10006
THNSL2	ENSG00000144115.12	2	88469835	88486146	+	16311
THOC1	ENSG00000079134.7	18	214520	268050	-	53530
THOC3	ENSG00000051596.5	5	175344876	175461683	-	116807
THOC5	ENSG00000100296.9	22	29901868	29951205	-	49337
THOC6	ENSG00000131652.9	16	3074028	3077756	+	3728
THOC7	ENSG00000163634.7	3	63819546	63849579	-	30033
THOP1	ENSG00000172009.10	19	2785458	2813599	+	28141
THPO	ENSG00000090534.13	3	184089723	184095932	-	6209
THRA	ENSG00000126351.8	17	38214543	38250120	+	35577
THRAP3	ENSG00000054118.9	1	36690017	36770958	+	80941
THRB	ENSG00000151090.13	3	24158651	24536773	-	378122
THRSP	ENSG00000151365.2	11	77774907	77779397	+	4490
THSD1	ENSG00000136114.11	13	52951305	52980629	-	29324
THSD4	ENSG00000187720.10	15	71389291	72075722	+	686431
THSD7A	ENSG00000005108.11	7	11409984	11871824	-	461840
THSD7B	ENSG00000144229.7	2	137523115	138435287	+	912172
THTPA	ENSG00000259431.1	14	24025216	24029480	+	4264
THUMPD1	ENSG00000066654.8	16	20744986	20753406	-	8420
THUMPD2	ENSG00000138050.10	2	39963200	40006407	-	43207
THUMPD3	ENSG00000134077.11	3	9404526	9428475	+	23949
THY1	ENSG00000154096.9	11	119288090	119295695	-	7605
THYN1	ENSG00000151500.10	11	134118173	134123264	-	5091
TIA1	ENSG00000116001.11	2	70436576	70475792	-	39216
TIAF1	ENSG00000221995.4	17	27400537	27418537	-	18000
TIAL1	ENSG00000151923.13	10	121334199	121356541	-	22342
TIAM1	ENSG00000156299.8	21	32490734	32932290	-	441556
TIAM2	ENSG00000146426.13	6	155153831	155578857	+	425026
TICAM1	ENSG00000127666.8	19	4815944	4831716	-	15772
TICAM2	ENSG00000243414.4	5	114914339	114961876	-	47537
TICRR	ENSG00000140534.9	15	90118713	90174287	+	55574
TIE1	ENSG00000066056.9	1	43766664	43788779	+	22115
TIFA	ENSG00000145365.10	4	113195698	113207059	-	11361
TIFAB	ENSG00000255833.1	5	134779908	134788089	-	8181
TIGD1	ENSG00000221944.3	2	233412779	233415226	-	2447
TIGD2	ENSG00000180346.2	4	90033968	90036050	+	2082
TIGD3	ENSG00000173825.6	11	65122238	65125084	+	2846
TIGD4	ENSG00000169989.2	4	153690506	153700916	-	10410
TIGD5	ENSG00000179886.4	8	144680074	144682485	+	2411
TIGD6	ENSG00000164296.6	5	149372681	149380730	-	8049
TIGD7	ENSG00000140993.6	16	3348832	3355729	-	6897
TIGIT	ENSG00000181847.7	3	113995760	114029135	+	33375
TIMD4	ENSG00000145850.4	5	156346293	156390266	-	43973
TIMELESS	ENSG00000111602.7	12	56810903	56843187	-	32284
TIMM10	ENSG00000134809.4	11	57295936	57298276	-	2340
TIMM10B	ENSG00000132286.7	11	6502677	6505909	+	3232
TIMM13	ENSG00000099800.3	19	2425622	2427892	-	2270
TIMM17A	ENSG00000134375.6	1	201924619	201939789	+	15170
TIMM21	ENSG00000075336.7	18	71815746	71826197	+	10451
TIMM22	ENSG00000177370.4	17	900357	906911	+	6554
TIMM23	ENSG00000138297.9	10	51592080	51623365	-	31285
TIMM23B	ENSG00000204152.6	10	51371390	51387768	+	16378
TIMM44	ENSG00000104980.3	19	7991603	8008805	-	17202
TIMM50	ENSG00000105197.6	19	39971052	39984422	+	13370
TIMM8B	ENSG00000150779.7	11	111955524	111957522	-	1998
TIMM9	ENSG00000100575.9	14	58875212	58894332	-	19120
TIMMDC1	ENSG00000113845.5	3	119217379	119243937	+	26558
TIMP2	ENSG00000035862.8	17	76849059	76921469	-	72410
TIMP3	ENSG00000100234.11	22	33197687	33259030	+	61343
TIMP4	ENSG00000157150.4	3	12194551	12200851	-	6300
TINAG	ENSG00000137251.11	6	54172657	54254950	+	82293
TINAGL1	ENSG00000142910.11	1	32042116	32053288	+	11172
TINF2	ENSG00000092330.11	14	24708849	24711880	-	3031
TIPARP	ENSG00000163659.8	3	156391024	156424559	+	33535
TIPIN	ENSG00000075131.5	15	66628544	66679084	-	50540
TIPRL	ENSG00000143155.8	1	168148171	168169950	+	21779
TIRAP	ENSG00000150455.9	11	126152960	126168740	+	15780
TJAP1	ENSG00000137221.10	6	43445261	43474294	+	29033
TJP1	ENSG00000104067.12	15	29991571	30261068	-	269497
TJP2	ENSG00000119139.12	9	71736209	71870124	+	133915
TJP3	ENSG00000105289.10	19	3708107	3750811	+	42704
TK1	ENSG00000167900.7	17	76170160	76183314	-	13154
TK2	ENSG00000166548.11	16	66541906	66586447	-	44541
TKT	ENSG00000163931.11	3	53258723	53290068	-	31345
TKTL2	ENSG00000151005.3	4	164392257	164395047	-	2790
TLCD1	ENSG00000160606.6	17	27051366	27054953	-	3587
TLCD2	ENSG00000185561.8	17	1611064	1613732	-	2668
TLDC1	ENSG00000140950.11	16	84511681	84587639	-	75958
TLDC2	ENSG00000101342.5	20	35504524	35522638	+	18114
TLE1	ENSG00000196781.9	9	84198598	84304220	-	105622
TLE2	ENSG00000065717.10	19	2997636	3047633	-	49997
TLE3	ENSG00000140332.11	15	70340129	70390515	-	50386
TLE4	ENSG00000106829.14	9	82186688	82341658	+	154970
TLE6	ENSG00000104953.14	19	2977444	2995177	+	17733
TLK1	ENSG00000198586.9	2	171847333	172087824	-	240491
TLK2	ENSG00000146872.13	17	60536019	60692842	+	156823
TLL1	ENSG00000038295.3	4	166794410	167025047	+	230637
TLL2	ENSG00000095587.8	10	98124363	98273675	-	149312
TLN1	ENSG00000137076.14	9	35696945	35732392	-	35447
TLN2	ENSG00000171914.10	15	62682725	63136830	+	454105
TLR1	ENSG00000174125.3	4	38792298	38858438	-	66140
TLR10	ENSG00000174123.6	4	38773860	38784611	-	10751
TLR2	ENSG00000137462.6	4	154622652	154626851	+	4199
TLR3	ENSG00000164342.8	4	186990306	187009223	+	18917
TLR4	ENSG00000136869.13	9	120466610	120479149	+	12539
TLR5	ENSG00000187554.7	1	223282748	223316624	-	33876
TLR6	ENSG00000174130.8	4	38825336	38858438	-	33102
TLR9	ENSG00000239732.2	3	52255097	52265206	-	10109
TLX1	ENSG00000107807.8	10	102889257	102897545	+	8288
TLX1NB	ENSG00000236311.2	10	102849078	102890883	-	41805
TLX2	ENSG00000115297.9	2	74740590	74744274	+	3684
TM2D1	ENSG00000162604.8	1	62146718	62191095	-	44377
TM2D2	ENSG00000169490.12	8	38846327	38854343	-	8016
TM2D3	ENSG00000184277.8	15	102161847	102192594	-	30747
